"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Step Towards Digital Agriculture for Development of Object Based Phenology Approach to Classify Sugarcane and Paddy Crops Using Multisensor Data","D. Murugan; D. Singh","Department of Electronics and Communication Engineering, Indian Institute of Technology Roorkee, Roorkee, India; Department of Electronics and Communication Engineering, Indian Institute of Technology Roorkee, Roorkee, India",IGARSS 2019 - 2019 IEEE International Geoscience and Remote Sensing Symposium,"14 Nov 2019","2019","","","5828","5831","Crop classification is an important information for agriculture monitoring. Crop classification using synthetic aperture radar (SAR) has been performed in many studies, but for agricultural areas like in India that are very fragmented, it becomes difficult to distinguish between two crop types that lie next to each other. Therefore, in this paper, an attempt has been made to classify sugarcane and paddy crops based on object based crop phenology approach for which object based segmentation is explored. The proposed methodology is developed and tested on Sentinel-1 and Sentinel-2 data. It is observed that the proposed methodology has a potential to classify the crop types with an accuracy of 82%.","2153-7003","978-1-5386-9154-0","10.1109/IGARSS.2019.8899254","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8899254","Sentinel-1;Sentinel-2;mean-shift segmentation;time series analysis;Synthetic Aperture Radar (SAR);sugarcane;paddy","Agriculture;Image segmentation;Synthetic aperture radar;Time series analysis;Backscatter;Adaptive optics;Optical imaging","","1","","5","IEEE","14 Nov 2019","28 July-2 Aug. 2019","28 July-2 Aug. 2019","IEEE","IEEE Conferences"
"SAR images classification method based on Dempster-Shafer theory and kernel estimate","H. Chu; X. Guisong; S. Hong","Electronic Information School, Wuhan Univ., Wuhan 430079, P.R. China; Electronic Information School, Wuhan Univ., Wuhan 430079, P.R. China; Electronic Information School, Wuhan Univ., Wuhan 430079, P.R. China",Journal of Systems Engineering and Electronics,"17 Jan 2012","2007","18","2","210","216","To study the scene classification in the Synthetic Aperture Radar (SAR) image, a novel method based on kernel estimate, with the Markov context and Dempster-Shafer evidence theory is proposed. Initially, a nonparametric Probability Density Function (PDF) estimate method is introduced, to describe the scene of SAR images. And then under the Markov context, both the determinate PDF and the kernel estimate method are adopted respectively, to form a primary classification. Next, the primary classification results are fused using the evidence theory in an unsupervised way to get the scene classification. Finally, a regularization step is used, in which an iterated maximum selecting approach is introduced to control the fragments and modify the errors of the classification. Use of the kernel estimate and evidence theory can describe the complicated scenes with little prior knowledge and eliminate the ambiguities of the primary classification results. Experimental results on real SAR images illustrate a rather impressive performance.","1004-4132","","10.1016/S1004-4132(07)60076-4","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6071585","Image classification;Synthetic aperture Radar (SAR);Dempster-Shafer theory;Kernel estimate","Kernel;Markov processes;Mathematical model;Context;Synthetic aperture radar;Classification algorithms;Image classification","","1","","","","17 Jan 2012","June 2007","","BIAI","BIAI Journals"
"Wideband Phased Array Antenna Design with Fragmented Combiner Technology","D. W. Landgren; T. Brunasso; J. B. Dee; J. Perez; D. J. P. Dykes; J. M. Marsh; C. P. Hunter; K. W. Allen","Advanced Concepts Laboratory, Georgia Institute of Technology, Atlanta, GA, USA; Advanced Concepts Laboratory, Georgia Institute of Technology, Atlanta, GA, USA; Advanced Concepts Laboratory, Georgia Institute of Technology, Atlanta, GA, USA; Advanced Concepts Laboratory, Georgia Institute of Technology, Atlanta, GA, USA; Advanced Concepts Laboratory, Georgia Institute of Technology, Atlanta, GA, USA; Advanced Concepts Laboratory, Georgia Institute of Technology, Atlanta, GA, USA; Advanced Concepts Laboratory, Georgia Institute of Technology, Atlanta, GA, USA; Advanced Concepts Laboratory, Georgia Institute of Technology, Atlanta, GA, USA",NAECON 2018 - IEEE National Aerospace and Electronics Conference,"6 Dec 2018","2018","","","602","606","In this work, a novel fragmented combiner network is designed to excite a planar phased array antenna, comprised of 4x4 elements with a single RF port (i.e. 16:1). The antenna system, intended for receive (Rs) applications, was engineered with ultra-wideband (UWB) performance that covers portions of the L-, S-, and C-bands. The unit cell design consists of a printed circuit board (PCB) stack-up with a driven aperture layer that is DC connected with a single metal pin to a fragmented combiner layer. This single connection indicates that the antenna is unbalanced and therefore no balun or differential amplifier is required. Additionally, there are no vias required for this unbalanced array, allowing for this concept to be easily scaled to lower or higher frequencies. Further, the fragmented combiner is a PCB-based component, which eliminates the need for traditional commercial-off-the-shelf (COTS) components e.g. Wilkinson chips for this specific application. The simulated results of this unbalanced phased array with a fragmented combiner network are discussed and experimentally validated.","2379-2027","978-1-5386-6557-2","10.1109/NAECON.2018.8556798","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8556798","","Phased arrays;Radio frequency;Baluns;Printed circuits;Receiving antennas;Computer architecture;Radar antennas;Ultra wideband antennas;Telemetry;Wideband","","2","","19","IEEE","6 Dec 2018","23-26 July 2018","23-26 July 2018","IEEE","IEEE Conferences"
"Self-organizing Neural Networks for Unsupervised Classification of Polarimetric SAR Data on Complex Landscapes","C. Putignano; G. Schiavon; D. Solimini; B. Trisasongko","DISP, Università Tor Vergata, Rome, Italy; DISP, Università Tor Vergata, Rome, Italy; DISP, Università Tor Vergata, Rome, Italy; Bogor Agricultural University, Bogor, Indonesia",2006 IEEE International Symposium on Geoscience and Remote Sensing,"18 Jun 2007","2006","","","504","506","This paper refers to a study on the pixel-by-pixel unsupervised classification of a polarimetric SAR image of a Central Italy landscape. The polarimetric data have been processed by self-organizing neural networks to test their performance in classifying a complex landscape. The discrimination accuracy attained by the self-organizing map method is compared both against that of H/A/alpha-Wishart unsupervised procedure and of a supervised scheme.","2153-7003","0-7803-9510-7","10.1109/IGARSS.2006.134","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4241281","","Neural networks;Automatic testing;Radar scattering;Artificial neural networks;Remote sensing;Multilayer perceptrons;Pixel;Spaceborne radar;Synthetic aperture radar;Land surface","","2","","15","IEEE","18 Jun 2007","31 July-4 Aug. 2006","31 July-4 Aug. 2006","IEEE","IEEE Conferences"
"A Large Ship Detection Method Based on Component Model in SAR Images","T. Dong; T. Wang; X. Li; J. Hong; M. Jing; T. Wei","State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing, Wuhan University, Wuhan, China; School of Remote Sensing and Information Engineering, Wuhan University, Wuhan, China; School of Computer Science, Wuhan University, Wuhan, China; School of Remote Sensing and Information Engineering, Wuhan University, Wuhan, China; State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing, Wuhan University, Wuhan, China; School of Remote Sensing and Information Engineering, Wuhan University, Wuhan, China",IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,"29 Jan 2025","2025","18","","4108","4123","Large ship targets in synthetic aperture radar (SAR) images have characteristics, such as large image proportions, rich features, and large feature differences in a single target. Existing multiscale ship detection algorithms for SAR data employ multiscale feature pyramids or anchor-free extractors to capture features from large ship targets. However, the significant feature variation due to the internal structure and reflection of ships makes it difficult for current extractors to provide a consistent feature description, often resulting in fragmented detection outcomes for ship targets. This article decomposes the large ship detection problem into the detection of individual ship components (including tail, hull, and head), proposing a novel component-based detection method for large ship targets in SAR images. The proposed method enhances the network's efficiency in feature propagation and aggregation across different layers using the generalized efficient layer aggregation network (GELAN) structure. Following the feature extraction of GELAN, a multilevel multipooling channel attention is integrated to optimize the feature extraction structure in a hierarchical manner. The method also incorporates environmental features around the target to strengthen the association between different ship components. The detected ship components are connected using a topological relationship algorithm based on the component structure, culminating in the generation of ship target detection results. Experiments on the large ship component model dataset constructed for this article demonstrate significant improvements in the proposed algorithm over the preoptimized YOLOv8. The experimental results demonstrate that our method achieves promising detection performance when compared with the current state-of-the-art you only look once series algorithms and multiscale SAR ship detection algorithms. The algorithm also effectively avoided noticeable loss or false detection of small ship targets present in the dataset.","2151-1535","","10.1109/JSTARS.2024.3514898","Foundation Strengthening Fund Project, China(grant numbers:2023-JCJQ-JJ-0343); Fundamental Research Funds for the Central Universities, China(grant numbers:2042022dx0001); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10787532","Component model;large ship targets;ship target detection;synthetic aperture radar (SAR);you only look once (YOLO)","Marine vehicles;Feature extraction;Synthetic aperture radar;Radar polarimetry;Optical imaging;Accuracy;Convolution;YOLO;Tail;Radar imaging","","12","","59","CCBY","11 Dec 2024","2025","","IEEE","IEEE Journals"
"SAR Data for Monitoring Rapidly Changing Ecosystems: Aquaculture and Urbanization in the Cần Giờ Mangrove Biosphere Reserve, South Vietnam","E. Valentini; M. Righini; S. Sapio; S. Liburdi; V. Cima; S. V. Nghiem; A. Taramelli","University School for Advanced Studies IUSS Pavia, Pavia, Italy; University School for Advanced Studies IUSS Pavia, Pavia, Italy; University School for Advanced Studies IUSS Pavia, Pavia, Italy; University School for Advanced Studies IUSS Pavia, Pavia, Italy; University School for Advanced Studies IUSS Pavia, Pavia, Italy; NASA Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, United States; University School for Advanced Studies IUSS Pavia, Pavia, Italy",IGARSS 2023 - 2023 IEEE International Geoscience and Remote Sensing Symposium,"20 Oct 2023","2023","","","1424","1427","The Cần Giờ Mangrove, a UNESCO Biosphere Reserve in Southern Vietnam, experienced significant mangrove losses as a result of aquaculture conversion and urbanization development. Here we exploit SAR multi-sensor and multi-temporal data integrating field measurements to map rapidly land cover changes focusing on aquaculture and built-up areas. Cosmo-SkyMed and Sentinel-1 SAR data are used in synergies with PRISMA hyperspectral data to develop data analytics able to capture land fragmentation and to obtain new land use and land cover thematic products. Overall, SAR image-derived products demonstrate good agreement with the in situ observations, highlighting advances in aquaculture structure detection. An overall synthesis analysis to understand the dynamics of changes over the rural-urban continuum provides advanced insights into processes that may exacerbate impacts on the biophysical and socio-economic systems across multiple land cover and land use sectors.","2153-7003","979-8-3503-2010-7","10.1109/IGARSS52108.2023.10282251","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10282251","Aquaculture mapping;synthetic aperture radar;hyperspectral data;changing ecosystem;urban mapping","Satellite constellations;Urban areas;European Space Agency;Geoscience and remote sensing;Focusing;Biosphere;Radar polarimetry","","2","","11","IEEE","20 Oct 2023","16-21 July 2023","16-21 July 2023","IEEE","IEEE Conferences"
"Rice Mapping Using RADARSAT-2 Dual- and Quad-Pol Data in a Complex Land-Use Watershed: Cau River Basin (Vietnam)","H. K. Hoang; M. Bernier; S. Duchesne; Y. M. Tran","School of Geography and Earth Sciences, Faculty of Science, McMaster University, Hamilton, ON, Canada; National Institute of Scientific Research, Quebec, QC, Canada; National Institute of Scientific Research, Quebec, QC, Canada; Space Technology Institute, Vietnam Academy for Science and Technology, Hoang Quoc Viet St., Cau Giay, Hanoi, Vietnam",IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,"19 May 2017","2016","9","7","3082","3096","The strong temporal backscatter signature of rice growing above the water's surface allows for the use of synthetic aperture radar (SAR) for paddy rice crop mapping in Southern Vietnam (Mekong Delta). In Northern Vietnam (Red River Delta), rice mapping using SAR is a challenge and is rarely performed because of the complex land-use/land-cover. Nevertheless, information about rice fields is needed for hydrological simulations in river basins such as the Cau River basin. The objective of this research is to investigate the potential of RADARSAT-2 band- C in identifying rice fields over a large and fragmented land-use area. Two methods are proposed, one for each data type, adapted to the land-use/land-cover of the study area. The thresholding technique, with a statistical analysis of the temporal variation of rice backscattering, was applied to the HH like-polarized ratio of dual-pol data. The support vector machine (SVM) algorithm was applied to the full quad-pol and a single HH-polarization calculated from polarimetric data. This study demonstrates that RADARSAT-2 dual- and quad-pol data can be successfully used to identify cultivated rice fields. However, the dual-pol data seems less efficient than the quad-pol data and the SVM classification is more flexible than the thresholding technique. Between the full quad-pol and a single polarization, the overall classification accuracy shows that the results derived from the single HH polarization are 3 to 10% less accurate than those derived from the classification of full quad-pol data. The results show the usefulness of polarimetric C-band data for the identification of rice fields in Northern Vietnam.","2151-1535","","10.1109/JSTARS.2016.2586102","Canadian International Development Agency under the Cau River Basin Project; Natural Sciences and Engineering Research Council of Canada; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7522620","Cau river basin;RADARSAT-2;rice identification;support vector machine (SVM);thresholding","Rivers;Remote sensing;Satellites;Agriculture;Optical sensors;Earth;Synthetic aperture radar","","42","","60","OAPA","26 Jul 2016","July 2016","","IEEE","IEEE Journals"
"Human-in-the-loop for autonomous underwater threat recognition","O. L. Tellez","Signal and Image Centre, Royal Military Academy, Brussels, Belgium",OCEANS 2018 MTS/IEEE Charleston,"10 Jan 2019","2018","","","1","5","In this paper, human expert operators and automated classification algorithms are charged with the task of analyzing sonar images collected during real mine countermeasures exercises in order to detect and classify targets. Images are collected using synthetic aperture sonar (SAS) and side scan sonar (SSS), covering a test area on the Belgian Continental Shelf, between the Thorton bank and the Goote Bank. A seafloor segmentation map of this area, calculated using lacunarity and representing how difficult or how benign the seafloor is for object-recognition, is used as a new strategy in order to divide the database between operator and computer. Results demonstrate the utility of considering the human operator as an integral part of the automatic underwater object recognition process, and demonstrate how automated algorithms can extend and complement human performances.","0197-7385","978-1-5386-4814-8","10.1109/OCEANS.2018.8604559","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8604559","mine countermeasures (MCM);synthetic aperture sonar (SAS);automatic target recognition (ATR)","Sea floor;Synthetic aperture sonar;Classification algorithms;Imaging;Sediments;Sonar detection","","","","11","IEEE","10 Jan 2019","22-25 Oct. 2018","22-25 Oct. 2018","IEEE","IEEE Conferences"
"Point Cloud Completion of Space Targets Based on Generative Adversarial Mapping","Y. Wu; T. Peng; Y. Zhou; J. Duan","College of Information Engineering Zhejiang University of Technology, Hangzhou, P.R.China; College of Information Engineering Zhejiang University of Technology, Hangzhou, P.R.China; College of Information Engineering Zhejiang University of Technology, Hangzhou, P.R.China; School of Electronics and Communications Engineering Sun Yat-sen University, Shenzhen, P.R.China","2024 IEEE 8th International Conference on Vision, Image and Signal Processing (ICVISP)","17 Apr 2025","2024","","","1","5","Generating 3D point clouds from inverse synthetic aperture radar (ISAR) image sequences is crucial for assessing the operational condition of space targets. However, the imaging characteristics of ISAR often produce sparse or incomplete point clouds. In order to surmount this constraint, we propose an innovative approach for point cloud completion leveraging the inverse transformation abilities of Generative Adversarial Networks (GANs). Our approach involves pre-training the GAN on a diverse dataset of 3D point cloud models, allowing it to learn rich geometric and semantic distributions. The proposed PointGAN module enhances feature representation by leveraging ancestral node information, thereby improving the model's adaptability and completion accuracy. Furthermore, the method operates in an unsupervised manner, generating 3D point clouds through random latent encoding and eliminating dependence on manually labeled data. Experimental evaluations indicate that the proposed method outstrips current networks with respect to chamfer distance and intersection over union (IoU) metrics. Producing 3D point clouds from sequences of inverse synthetic aperture radar (ISAR) images plays a vital role in evaluating the operational conditions of space targets. Nevertheless, the nature of ISAR imaging frequently results in point clouds that are either sparse or fragmented. To overcome this limitation, we introduce an innovative approach for completing point clouds, leveraging the inverse mapping potential inherent in Generative Adversarial Networks (GANs).","","979-8-3315-4146-0","10.1109/ICVISP64524.2024.10959392","National Natural Science Foundation of China(grant numbers:62201623,62101494); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10959392","inverse synthetic aperture radar(ISAR);point cloud completion;generative adversarial network(GAN);space target","Point cloud compression;Solid modeling;Adaptation models;Three-dimensional displays;Semantics;Imaging;Radar imaging;Signal processing;Generative adversarial networks;Inverse synthetic aperture radar","","","","15","IEEE","17 Apr 2025","27-29 Dec. 2024","27-29 Dec. 2024","IEEE","IEEE Conferences"
"Challenging the Extremely High Selectivity Band Notch with Fragment - Type Structures","Y. Du","Key Lab of Aperture Array and Space Application (KLAASA) The 38th Research Institute of China Electronics Technology Group Corporation, Hefei, China","2021 13th International Symposium on Antennas, Propagation and EM Theory (ISAPE)","18 Apr 2022","2021","Volume1","","01","03","Due to the high selectivity is critical for filtering antenna designs, this work devotes itself to challenge the remarkably roll-off characteristics by searching for the best fragment-type patterns etched on a UWB monopole radiator.","2643-4687","978-1-6654-1812-6","10.1109/ISAPE54070.2021.9753216","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9753216","","Wireless LAN;Filtering;Antenna theory;Ultra wideband antennas;Broadband communication;Optimization;Antenna radiation patterns","","","","10","IEEE","18 Apr 2022","1-4 Dec. 2021","1-4 Dec. 2021","IEEE","IEEE Conferences"
"3-D Structure-from-Motion Retrieval Based on Circular Videosar Sequences","Y. Zhang; D. Zhu; Y. Kong","Key Laboratory of Radar Imaging and Microwave Photonics, Ministry of Education, College of Electronic and Information Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Key Laboratory of Radar Imaging and Microwave Photonics, Ministry of Education, College of Electronic and Information Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Key Laboratory of Radar Imaging and Microwave Photonics, Ministry of Education, College of Electronic and Information Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China",IGARSS 2019 - 2019 IEEE International Geoscience and Remote Sensing Symposium,"14 Nov 2019","2019","","","134","137","Video synthetic aperture radar (VideoSAR) provides a continuously multidimensional phase-history acquisition, proved to be significantly attractive in the remote sensing-based information extraction field. In this paper, we propose a 3-D structure-from-motion (SfM) retrieval method based on the cylinder model from circular VideoSAR sequences. First, VideoSAR imaging characteristics on the cylinder model are analyzed. Then, SfM retrieval method with geometric prior knowledge is proposed using robust shadow information. Finally, experimental results utilizing circular VideoSAR fragment published by the Sandia National Laboratories indicate that the proposed method can achieve a higher accuracy, hence, the validity has been demonstrated.","2153-7003","978-1-5386-9154-0","10.1109/IGARSS.2019.8898530","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8898530","Video synthetic aperture radar (VideoSAR);structure-from-motion retrieval;shadow information;sequence analysis","Imaging;Radar polarimetry;Estimation;Synthetic aperture radar;Remote sensing;Scattering;Image reconstruction","","5","","12","IEEE","14 Nov 2019","28 July-2 Aug. 2019","28 July-2 Aug. 2019","IEEE","IEEE Conferences"
"Structure-from-Motion Retrieval from VideoSAR Sequences: Toward a Unified Framework","Y. Zhang; D. Zhu; G. Zhang; H. Leung","Key Laboratory of Radar Imaging and Microwave Photonics, Ministry of Education, Nanjing, China; Key Laboratory of Radar Imaging and Microwave Photonics, Ministry of Education, Nanjing, China; Key Laboratory of Radar Imaging and Microwave Photonics, Ministry of Education, Nanjing, China; Department of Electrical and Computer Engineering, University of Calgary, Calgary, AB T2N 1N4, Canada",2019 IEEE 5th International Conference on Computer and Communications (ICCC),"13 Apr 2020","2019","","","736","740","Video synthetic aperture radar (VideoSAR) has attracted significant attention in the computer vision-based information retrieval field. In this paper, a unified three-dimensional reconstruction framework is proposed for both the straight and circular VideoSAR modes, and is suitable for height retrieval with/without geometric prior knowledge. First, two VideoSAR imaging modes are presented to explain the formation of dynamic observation. Then, structure-from-motion retrieval method with/without geometric prior knowledge is proposed by exploiting shadow information. Finally, experimental results based on VideoSAR fragments measured by the airborne and MiniSAR systems demonstrate the effectiveness of the unified retrieval method with a higher accuracy compared with that of a single SAR imagery.","","978-1-7281-4743-7","10.1109/ICCC47050.2019.9064214","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9064214","video synthetic aperture radar;structure-from-motion retrieval;shadow information;reconstruction","Synthetic aperture radar;Imaging;Image reconstruction;Radar imaging;Geometry;Remote sensing;Information retrieval","","2","","19","IEEE","13 Apr 2020","6-9 Dec. 2019","6-9 Dec. 2019","IEEE","IEEE Conferences"
"Full-wave consistent MDS-based simulation of a beam-waveguide circuit fragment for a deep space communication or radio astronomy antenna","A. A. Nosich; R. Sauleau; Y. V. Gandel","Department of Mathematics, Kharkiv National University, Kharkiv, Ukraine; IETR, Universite de Rennes 1, Rennes, France; Department of Mathematics, Kharkiv National University, Kharkiv, Ukraine",2008 38th European Microwave Conference,"19 Jan 2009","2008","","","523","526","In this paper we perform full-wave two-dimensional (2-D) simulation of the e-polarized beam wave guidance and scattering by a chain of four finite-size reflectors and mirrors modelling a typical fragment of quasioptical feeding circuit of a deep-space communication antenna. Elementary geometry tuning aimed at the maximum circuit transmission is also demonstrated. The feed beam generated by the aperture of a corrugated horn is simulated with the incident complex-source-point (CSP) field. Numerical solution is obtained from the coupled singular integral equations (IEs) discretized using new quadrature formulas of interpolation type that take full account of the IE kernel singularity and the edge behaviour.","","978-2-87487-006-4","10.1109/EUMC.2008.4751504","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4751504","","Circuit simulation;Radio astronomy;Two dimensional displays;Scattering;Mirrors;Reflector antennas;Antenna feeds;Geometry;Circuit optimization;Apertures","","","","28","","19 Jan 2009","27-31 Oct. 2008","27-31 Oct. 2008","IEEE","IEEE Conferences"
"Onera Campaign in South Greenland for Imaging of Snow/Ice Subsurface Features from Airborne SAR","H. M. J. Cantalloube","dept. of electromagnetic & radar ONERA, Université Paris Saclay, F-91123, France",2019 International Radar Conference (RADAR),"27 Apr 2020","2019","","","1","6","An acquisition campaign of the ONERA airborne synthetic aperture radar system RAMSES has been set up on the Greenland ice-shelf to assess the detectability of buried object and subsurface features through dry snow/ice cover. Three bands where investigated UHF, L and X band expecting a tradeoff between cover penetration and target radar cross-section, the latter being critical due to the expected high clutter radar cross-section. Four sites were imaged, a calibration zone and a front glacier close to Kangerlussuaq, a dry accumulation zone North of the polar circle, a percolated accumulation zone East of Narsassuaq, and an intermediate zone between accumulation and ablation zone. The engine fragment plume of an uncontained engine failure on a commercial jet-liner (about 190 days earlier) was in the middle of the percolated accumulation zone, providing several known buried fragments, as well as opportunities to unravel unknown buried fragments that may have an interest for the engine failure investigation. Test objects (corner reflectors, Luneburg lens, ice filed plastic sled, snow refilled hole) have been setup at known positions and depths to assess detection through cover and ice drift rates. Processing of the data confirmed the high clutter return, the better penetration at low (UHF) band and the higher radar cross-section at high (X) band. However, the setup targets radar cross-section presented an unexpected considerable attenuation that prompted the use of X-band and intensive processing to detect buried targets.","2640-7736","978-1-7281-2660-9","10.1109/RADAR41533.2019.171403","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9079119","Ground penetration radar;snow;ice;stereo radar imaging","Radar cross-sections;Ground penetrating radar;Snow;Airborne radar;Radar detection;Radar imaging;Feature extraction;Clutter;Engines;Synthetic aperture radar","","1","","6","IEEE","27 Apr 2020","23-27 Sept. 2019","23-27 Sept. 2019","IEEE","IEEE Conferences"
"Fractal study and space-scaled pyramids for biomedical image analysis","A. Nedzved; A. Belotserkovsky; P. Lukashevich","Department of Intelligent Information Systems, National Academy of Sciences, Minsk, Belarus; Department of Intelligent Information Systems, National Academy of Sciences, Minsk, Belarus; Department of Intelligent Information Systems, National Academy of Sciences, Minsk, Belarus",The 10th International Conference on Digital Technologies 2014,"31 Jul 2014","2014","","","243","247","In this paper method of biological tissue image analysis is proposed. This method is based on scale properties of biological objects. Different characteristics of tissue are calculated on levels of scale image pyramid and allow defining more complete description for diagnostics or monitoring of disease.","","978-1-4799-3303-7","10.1109/DT.2014.6868722","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6868722","fractal dimension;space-scaled pyramids;Computer Tomography;histology;image analysis;magnification","Fractals;Image resolution;Tumors;Biomedical imaging;Apertures;Image analysis;Shape","","","","7","IEEE","31 Jul 2014","9-11 July 2014","9-11 July 2014","IEEE","IEEE Conferences"
"Time-Series SAR Monitoring of Rice in Multiple Cropping Modes Combining Statistical and Phenological Characteristics","L. Wang; T. Wang; H. Ma; P. Lu; W. Sun; L. Fan; H. Wang; Y. Wu; Y. Wang","Department of Geography and Spatial Information Techniques and Donghai Institute, Ningbo University, Ningbo, Zhejiang, China; Department of Geography and Spatial Information Techniques, Ningbo University, Ningbo, China; State Key Laboratory of Estuarine and Coastal Research, East China Normal University, Shanghai, China; College of Geoexploration Science and Technology, Jilin University, Changchun, China; Department of Geography and Spatial Information Techniques, Ningbo University, Ningbo, China; Chongqing Institute of Meteorological Sciences, Chongqing, China; Department of Geography and Spatial Information Techniques, Ningbo University, Ningbo, China; Department of Geography and Spatial Information Techniques, Ningbo University, Ningbo, China; Department of Geography and Spatial Information Techniques, Ningbo University, Ningbo, China",IEEE Transactions on Geoscience and Remote Sensing,"15 Aug 2024","2024","62","","1","11","Rice is a critical staple crop worldwide. Accurately monitoring rice cultivation areas plays a vital role in supporting the governmental formulation of food policies and agricultural sustainability. Synthetic aperture radar (SAR) images are not affected by weather and can acquire backscatter information below the rice canopy, which is beneficial for long-term continuous monitoring of rice. However, most existing studies made less consideration to integrated research on rice cultivation with diverse planting modes under complex terrain, which makes it difficult to reflect the real situation of rice cultivation. Therefore, in Ningbo, China, where the rice planting modes have single-crop early, middle, late rice, and double-crop rice, the rice fields are fragmented, and the terrain is complex, which is selected as the experimental area. Four types of rice features (SAR backscatter, topographic, statistical, and phenological features) in different cropping modes were thoroughly explored, and the feature datasets were correspondingly constructed using all available Sentinel-1 SAR images in 2022. The combination of statistical and phenological characteristics resulted in the highest recognition accuracies for single-crop early, middle, late rice, and double-crop rice, with F1-scores of 0.85, 0.84, 0.89, and 0.89, respectively. In addition, the reliability of the multiple cropping mode rice identification framework in this study is discussed quantitatively and qualitatively in terms of the temporal resolution of the time-series images, the smoothing method of the time-series SAR data, and the interference of other land cover types. This study can provide a reference for other rice planting areas with complex rice cropping modes.","1558-0644","","10.1109/TGRS.2024.3430528","Public Projects of Ningbo City(grant numbers:2023S102); Zhejiang Provincial Natural Science Foundation of China(grant numbers:LY22D010002); Key Projects of Major Scientific and Technological Tasks in Ningbo(grant numbers:2021Z107); Key Technology Breakthrough Plan Project of Science and Innovation Yongjiang 2035(grant numbers:2024Z262); Natural Science Foundation of Chongqing Municipality(grant numbers:CSTB2022NSCQMSX0588); National Natural Science Foundation of China(grant numbers:42122009); Zhejiang Province “Pioneering Soldier” and “Leading Goose” R&D Project(grant numbers:2023C01027); Ningbo Science and Technology Innovation 2025 Major Special Project(grant numbers:2021Z107,2022Z032); Youth Scientist Project National Key R&D Program of China(grant numbers:2023YFF1305600); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10601712","Multiple cropping modes;paddy rice;phenological characteristics;statistical characteristics;time-series Sentinel-1","Backscatter;Synthetic aperture radar;Remote sensing;Crops;Optical sensors;Optical reflection;Optical imaging","","5","","42","IEEE","18 Jul 2024","2024","","IEEE","IEEE Journals"
"An edge detection operator for SAR images","G. Geling; D. Ionescu","Department of Elecetrical Engineering, University of Ottawa, Ottawa, ONT, Canada; Department of Elecetrical Engineering, University of Ottawa, Ottawa, ONT, Canada",Proceedings of Canadian Conference on Electrical and Computer Engineering,"6 Aug 2002","1993","","","707","709 vol.2","The detection of small linear features from SAR imagery is complicated by the presence of speckle and the nonstationarity of the image data. A feature detector is derived from the contrast ratio edge detector to extract linear features from SAR imagery with a constant probability of false alarm. The output of the feature detector is then passed through a thresholded grey level closure operator to thin the detected features, connect adjacent linear features, and remove isolated noise points and linear fragments. The resulting operators are applied to ERS-1 images to illustrate their effectiveness.<>","","0-7803-1443-3","10.1109/CCECE.1993.332394","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=332394","","Image edge detection;Detectors;Radar detection;Speckle;Synthetic aperture radar;Noise level;Radar imaging;Feature extraction;Artificial intelligence;Image processing","","6","","9","IEEE","6 Aug 2002","14-17 Sept. 1993","14-17 Sept. 1993","IEEE","IEEE Conferences"
