"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Integration of an X-band antenna array with high power photodiodes","S. Hughes; H. Chan; D. Landgren; K. Cook; M. King; D. Swank; C. Ward; B. Wagner; J. Campbell; A. Beling; A. J. Stark","Georgia Tech Research Institute, Atlanta, GA, USA; Georgia Tech Research Institute, Atlanta, GA, USA; Georgia Tech Research Institute, Atlanta, GA, USA; Georgia Tech Research Institute, Atlanta, GA, USA; Georgia Tech Research Institute, Atlanta, GA, USA; Georgia Tech Research Institute, Atlanta, GA, USA; Georgia Tech Research Institute, Atlanta, GA, USA; Georgia Tech Research Institute, Atlanta, GA, USA; University of Virginia, Charlottesville, VA; University of Virginia, Charlottesville, VA; Georgia Tech Research Institute, Atlanta, GA, USA",2015 IEEE Avionics and Vehicle Fiber-Optics and Photonics Conference (AVFOP),"17 Dec 2015","2015","","","42","43","Demonstration of low conversion loss through the novel integration and packaging of high power photodiodes and a fragmented aperture antenna for a fiber-fed RF array.","","978-1-4799-7482-5","10.1109/AVFOP.2015.7356642","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7356642","","Photodiodes;Radio frequency;Arrays;Aperture antennas;Antenna measurements;Antenna arrays","","1","","6","IEEE","17 Dec 2015","10-12 Nov. 2015","10-12 Nov. 2015","IEEE","IEEE Conferences"
"A Microwave Imaging Device for Detecting Contaminants in Water-based Food Products","M. Ricci; L. Crocco; F. Vipiana","Dept. of Electronics and Telecommunications, Politecnico di Torino, Torino, Italy; CNR-IREA, Consiglio Nazionale delle Ricerche, Napoli, Italy; Dept. of Electronics and Telecommunications, Politecnico di Torino, Torino, Italy",2022 16th European Conference on Antennas and Propagation (EuCAP),"11 May 2022","2022","","","1","3","Food and beverage industries are paying an increasing attention to the development of new technologies for non-invasive assessment of food products. In particular, there is a need of deploying tools to detect low-density plastic, rubber, wood and glass that are unlikely to be detected by X-Rays, currently used in the most powerful commercial systems. To this end, we propose a microwave-based device, exploiting the dielectric contrast between potential intrusions (e.g., plastic fragments) and the surrounding medium, represented by the food/beverage product. In particular, this work aims to numerically assess this principle of detection to water-based products that are, due to the medium losses, a challenging category at microwaves. An antennas array surrounds the object moving along the production line, to monitor the electromagnetic signal variations with respect to a reference case. The working frequency is chosen by selecting a proper trade-off between penetration depth and image resolution. Then, a procedure, based on the application of the distorted-Born approximation is applied to reconstruct a 3- D image of the contaminant position. Finally, the successful detection of a millimetric-sized plastic sphere is presented in the case of a common commercial bottle filled with water.","","978-88-31299-04-6","10.23919/EuCAP53622.2022.9769610","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9769610","microwave imaging;non-invasive diagnostics;food inspection;food security;food safety","Microwave antennas;Microwave devices;X-rays;Microwave antenna arrays;Food products;Safety;Plastics","","3","","12","","11 May 2022","27 March-1 April 2022","27 March-1 April 2022","IEEE","IEEE Conferences"
"Numerical Analysis of Transcranial Phase Aberration Correction Techniques","Z. Tian; Y. Jing; A. Han","Department of Electrical and Computer Engineering, University of Illinois Urbana-Champaign, Urbana, USA; Graduate Program in Acoustics, Pennsylvania State University, University Park, USA; Department of Biomedical Engineering and Mechanics, Virginia Polytechnic Institute and State University, Blacksburg, USA",2025 IEEE International Ultrasonics Symposium (IUS),"20 Oct 2025","2025","","","1","4","Wavefront aberration in ultrasound imaging arises when the assumption of constant sound speed in tissues is violated, producing phase errors that distort the acoustic beam and degrade image quality. This problem is particularly severe when imaging through strongly aberrating layers, such as the human skull, where the complex geometry and heterogeneous acoustic properties introduce large, spatially varying distortions. Estimating the underlying tissue sound speed enables more effective aberration correction, and recent advances in reconstructing sound speed maps from ultrasound signals have opened new possibilities for distributed correction strategies. However, different aberration correction approaches involve important trade-offs between accuracy, computational cost, and practical feasibility. In this numerical study, we systematically compared three representative correction methods: Eikonal-based travel time estimation, full-wave simulation, and time reversal. Acoustic property maps were derived from micro-CT scans of ex vivo human skulls. A phased array was simulated to focus at 30 mm through the skull, and corrections were applied using the three approaches. Without the skull, the targeted focal depth was achieved with a lateral full width at half maximum (FWHM) of 1.8 mm, whereas with the skull and no correction, the focus shifted and beam quality degraded. All three correction strategies effectively reduced distortion. Eikonal correction restored the focus efficiently (0.5 seconds) but generated higher side lobes and a wider FWHM of 3.1 mm. Full-wave correction provided improved sharpness (FWHM = 2.5 mm) but required longer computation (2 minutes). Time reversal achieved the best focus (FWHM = 1.7 mm) but required complete waveform modification, limiting its experimental practicality. Overall, the results demonstrate clear trade-offs between computational efficiency and correction performance.","1948-5727","979-8-3315-2332-9","10.1109/IUS62464.2025.11201782","National Institutes of Health; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11201782","aberration correction;transcranial ultrasound;ultrasound simulations;speed of sound;beamforming","Phased arrays;Ultrasonic imaging;Acoustic distortion;Accuracy;Limiting;Numerical analysis;Acoustics;Computational efficiency;Acoustic beams;Phase distortion","","","","23","IEEE","20 Oct 2025","15-18 Sept. 2025","15-18 Sept. 2025","IEEE","IEEE Conferences"
"Nanoparticles and modified fluorescent proteins for imaging of transmembrane potential","J. L. Nadeau; C. A. Hollmann; R. M. Khatchadourian; S. J. Clarke","Department of Biomedical Engineering, McGill University, Montreal, QUE, Canada; Department of Biomedical Engineering, McGill University, Montreal, QUE, Canada; Department of Biomedical Engineering, McGill University, Montreal, QUE, Canada; Department of Biomedical Engineering, McGill University, Montreal, QUE, Canada",2007 3rd International IEEE/EMBS Conference on Neural Engineering,"11 Jun 2007","2007","","","69","72","Visual monitoring of membrane potential would be extremely useful for monitoring cell health and activity in any cultured neuron system. On long time scales, cell health in response to depolarization and/or hyperpolarization would be able to be quantified. If the reporter has sufficient time resolution, action potentials may be resolved, thus allowing for optical recordings from ensembles of neurons without growing cultures on multielectrode arrays. However, the creation of such probes is extremely challenging. Here we present preliminary results for two genetically-encoded systems: one based upon fluorescence resonance energy transfer (FRET) between nanoparticles and an engineered channel, and the second based upon fluorescence complementation (FC). The results suggest that chronic monitoring of neuronal potential is possible with these probes, at least on the scale of hundreds of milliseconds.","1948-3554","1-4244-0791-5","10.1109/CNE.2007.369614","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4227219","","Nanoparticles;Fluorescence;Proteins;Monitoring;Ultraviolet sources;Neurons;Energy resolution;Optical arrays;Probes;Optical imaging","","","","11","IEEE","11 Jun 2007","2-5 May 2007","2-5 May 2007","IEEE","IEEE Conferences"
"Transcranial Ultrasound Using Leaky Lamb Waves by Wedge Transducer Array","K. C. Kang; Y. H. Kim; K. K. Park; K. Firouzi; B. T. Khuri-Yakub","Dept. of Electrical Engineering, E. L. Ginzton Lab, Stanford University, Stanford, CA, USA; Dept. of Electrical Engineering, E. L. Ginzton Lab, Stanford University, Stanford, CA, USA; Dept. of Electrical Engineering, E. L. Ginzton Lab, Stanford University, Stanford, CA, USA; Dept. of Electrical Engineering, E. L. Ginzton Lab, Stanford University, Stanford, CA, USA; Dept. of Electrical Engineering, E. L. Ginzton Lab, Stanford University, Stanford, CA, USA",2020 IEEE International Ultrasonics Symposium (IUS),"17 Nov 2020","2020","","","1","4","The transcranial ultrasound technique has been researched as a non-invasive method for the treatment of brain tumors, neuromodulation, and the delivery of cancer therapeutics. Focused ultrasound is one of the most common methods for noninvasive treatments, but the present technology generally uses an array of transducers of normal incidence. The general focused ultrasound technique has high transmission loss and heating of the skull because of the normal incidence. In this study, we present the design, analysis, and implementation of a wedge transducer array consisting of piezoelectric (PZT) ceramic elements for the dual-mode conversion technique, which means that the longitudinal wave in the wedge is converted to the Lamb wave in the skull and the Lamb wave is converted to the longitudinal wave in the brain. This technique enables efficient transmission, reduces heating of the skull, and extends the focal spot range. We fabricated the partial wedge transducer and conducted the experiments to calculate the total transmission loss of this system.","1948-5727","978-1-7281-5448-0","10.1109/IUS46767.2020.9251838","National Institutes of Health(grant numbers:R01EB023901); Korea Institute for Advancement of Technology; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9251838","Transcranial ultrasound stimulation;Lamb waves;Wedge transducer;Dual-mode conversion","Heating systems;Ultrasonic imaging;Transducers;Simulation;Propagation losses;Neuromodulation;Tumors","","1","","11","IEEE","17 Nov 2020","7-11 Sept. 2020","7-11 Sept. 2020","IEEE","IEEE Conferences"
"Foreign Object Detection in WPT Systems Using Coil Array Sensing Technique","D. -J. Yue; H. Zhang; C. -H. Hsu; C. -K. Lee; C. -M. Lai","Department of Electrical Engineering, National Chung Hsing University, Taiwan; The Department of Electrical and Electronic Engineering, The University of Hong Kong, China; Department of Electrical Engineering, National Chung Hsing University, Taiwan; School of Electrical and Data Engineering, University of Technology, Sydney, Australia; Department of Electrical Engineering, National Chung Hsing University, Taiwan",2025 15th International Conference on Power and Energy Systems (ICPES),"9 Feb 2026","2025","","","558","562","In medical wireless power transfer (WPT) systems, metallic foreign objects located between the transmitter and receiver may generate self-heating through induced eddy currents, potentially leading to equipment damage or even personal injury. Therefore, foreign object detection (FOD) is essential for ensuring the safety and reliability of WPT systems. To prevent potential hazards caused by metallic objects entering the charging area, this paper proposes a Coil Array Sensing Technique for metallic foreign object detection. First, an equivalent circuit model of the detection system is established, and its operating principle is analyzed. An array-type detection coil is designed for metal identification, while a compensation capacitor is incorporated to achieve resonance and enhance sensitivity. Finally, an experimental platform is developed, and detection tests are conducted using copper, iron, and zinc sheets, with a non-metallic region serving as the reference.","2767-732X","979-8-3315-9333-9","10.1109/ICPES68632.2025.11371927","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11371927","detection coil;compensation capacitor;wireless power transfer;foreign object detection","Coils;Sensitivity;Transmitters;Shape;Capacitors;Object detection;Wireless power transfer;Voltage;Sensors;Zinc","","","","10","IEEE","9 Feb 2026","6-8 Dec. 2025","6-8 Dec. 2025","IEEE","IEEE Conferences"
"Multi-Antenna System for In-Line Food Imaging at Microwave Frequencies","M. Ricci; J. A. T. Vasquez; R. Scapaticci; L. Crocco; F. Vipiana","Department of Electronics and Telecommunications, Politecnico di Torino, Turin, Italy; Department of Electronics and Telecommunications, Politecnico di Torino, Turin, Italy; Institute for the Electromagnetic Sensing of the Environment, National Research Council of Italy, Naples, Italy; Department of Electronics and Telecommunications, Politecnico di Torino, Turin, Italy; Department of Electronics and Telecommunications, Politecnico di Torino, Turin, Italy",IEEE Transactions on Antennas and Propagation,"8 Sep 2022","2022","70","8","7094","7105","This work presents the design and numerical assessment of a novel microwave imaging (MWI) system, capable of providing a full 3-D image of food/beverage products content in order to disclose the possible presence of physical contaminants, such as plastic fragments. The system here presented exploits the dielectric contrast between the food content and possible intrusions at microwave frequencies; it is based on an antenna array architecture inspecting the items in motion along a conveyor belt without interrupting the production process. The inversion problem is solved by means of linearization, assuming the viability of the Born approximation thanks to the localized intrusions, and regularization, based on the singular value decomposition of the discretized scattering operator. Furthermore, an algorithm, to balance the illumination of the considered scenario due to the nonuniform radiation of the employed antennas, is presented to enhance imaging. The system is first assessed considering an ideal case and then extended to a more realistic approach, for two different kinds of food products, with completely different dielectric properties and considering the performance of existing instrumentation for the purpose. The obtained results lay the foundations for the realization of an actual prototype.","1558-2221","","10.1109/TAP.2022.3177436","Italian Ministry of University and Research through the PRIN Project “BEST-Food, broadband electromagnetic sensing technologies for food quality and security assessment.”; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9785414","Food safety;food security;food technology;inspection;microwave antenna arrays;microwave imaging (MWI);microwave propagation;noninvasive diagnostics","Imaging;Food products;Antennas;Microwave antenna arrays;Arrays;Microwave imaging;Inspection","","26","","35","IEEE","30 May 2022","Aug. 2022","","IEEE","IEEE Journals"
"The 8/spl pi/LP project: A 4/spl pi/ light charged particle detection array at LNL","E. Fioretto; M. Cinausero; G. Prete; M. Lollo; D. Fabris; G. Nebbia; G. Viesti; M. Lunardon; M. Caldogno; R. Burch; A. Brondi; G. La Rana; R. Moro; E. Vardaci; A. Ordine; A. Boiano; N. Gelli; F. Lucarelli","INFN Laboratori Nazionali di Legnaro, Padova, Italy; INFN Laboratori Nazionali di Legnaro, Padova, Italy; INFN Laboratori Nazionali di Legnaro, Padova, Italy; INFN Laboratori Nazionali di Legnaro, Padova, Italy; INFN Padova and Dipartimento di Fiscia, Uniersita di Padova, Padova, Italy; INFN Padova and Dipartimento di Fiscia, Uniersita di Padova, Padova, Italy; INFN Padova and Dipartimento di Fiscia, Uniersita di Padova, Padova, Italy; INFN Padova and Dipartimento di Fiscia, Uniersita di Padova, Padova, Italy; INFN Padova and Dipartimento di Fiscia, Uniersita di Padova, Padova, Italy; INFN Padova and Dipartimento di Fiscia, Uniersita di Padova, Padova, Italy; INFN Napoli and Dipartimento di Fisica, Universita di Napoli, Napoli, Italy; INFN Napoli and Dipartimento di Fisica, Universita di Napoli, Napoli, Italy; INFN Napoli and Dipartimento di Fisica, Universita di Napoli, Napoli, Italy; INFN Napoli and Dipartimento di Fisica, Universita di Napoli, Napoli, Italy; INFN Napoli and Dipartimento di Fisica, Universita di Napoli, Napoli, Italy; INFN Napoli and Dipartimento di Fisica, Universita di Napoli, Napoli, Italy; INFN Firenze and Dipartimento di Fisica, Universita di Firenze, Florence, Italy; INFN Firenze and Dipartimento di Fisica, Universita di Firenze, Florence, Italy",1996 IEEE Nuclear Science Symposium. Conference Record,"6 Aug 2002","1996","1","","398","402 vol.1","A 4/spl pi/ detection system sensitive to light charged particles is being developed at the Laboratori Nazionali di Legnaro (LNL) for the study of reaction mechanisms at energies up to 20 AMeV. The array consists of 262 /spl Delta/E-E telescopes covering 90% of 4/spl pi/. Each telescope is made of a 300 /spl mu/m passivated silicon detector and a 15 mm (or 5 mm) CsI(Tl) crystal read by a photodiode. The system will be operational in the Spring of 1997 and the first experiments will run in the second half of 1997.","1082-3654","0-7803-3534-1","10.1109/NSSMIC.1996.591007","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=591007","","Log periodic antennas;Optical arrays;Telescopes;Detectors;Solids;Photodiodes;Shape;Laboratories;Silicon;Temperature","","","","7","IEEE","6 Aug 2002","2-9 Nov. 1996","2-9 Nov. 1996","IEEE","IEEE Conferences"
"Genomic FISHing: data analysis for chromosomal imbalances using DNA arrays","S. Shah; J. Kim; M. Mohammed; J. Kang; N. Dzidic; R. Locker","Spectral Genomics, Houston, TX, USA; Spectral Genomics, Houston, TX, USA; Spectral Genomics, Houston, TX, USA; Spectral Genomics, Houston, TX, USA; Spectral Genomics, Houston, TX, USA; Spectral Genomics, Houston, TX, USA",Proceedings of the Second Joint 24th Annual Conference and the Annual Fall Meeting of the Biomedical Engineering Society] [Engineering in Medicine and Biology,"6 Jan 2003","2002","3","","2190","2191 vol.3","Microarrays for genomic analysis pose a rather serious challenge for statistical inference on the quality of data. With the ability to attach large genomic fragments on the array substrate, it is now possible to search for chromosomal imbalances related to various diseases at a significantly improved resolution. The challenge lies in understanding the experimental characteristics and modeling the erroneous noise to analyze and interpret the data. This paper presents a method of analysis that addresses the issues related to background noise, dye non-linearities, normalization, and replicate analysis. Data from three different cases is presented.","1094-687X","0-7803-7612-9","10.1109/IEMBS.2002.1053233","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1053233","","Genomics;Bioinformatics;Data analysis;Biological cells;DNA;Fluorescence;Cloning;Neoplasms;Humans;Chromosome mapping","","","","5","IEEE","6 Jan 2003","23-26 Oct. 2002","23-26 Oct. 2002","IEEE","IEEE Conferences"
"Challenging the Extremely High Selectivity Band Notch with Fragment - Type Structures","Y. Du","Key Lab of Aperture Array and Space Application (KLAASA) The 38th Research Institute of China Electronics Technology Group Corporation, Hefei, China","2021 13th International Symposium on Antennas, Propagation and EM Theory (ISAPE)","18 Apr 2022","2021","Volume1","","01","03","Due to the high selectivity is critical for filtering antenna designs, this work devotes itself to challenge the remarkably roll-off characteristics by searching for the best fragment-type patterns etched on a UWB monopole radiator.","2643-4687","978-1-6654-1812-6","10.1109/ISAPE54070.2021.9753216","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9753216","","Wireless LAN;Filtering;Antenna theory;Ultra wideband antennas;Broadband communication;Optimization;Antenna radiation patterns","","","","10","IEEE","18 Apr 2022","1-4 Dec. 2021","1-4 Dec. 2021","IEEE","IEEE Conferences"
"Microfabricated devices for genetic diagnostics","C. H. Mastrangelo; M. A. Burns; D. T. Burke","Center for Integrated Sensors and Circuits, Department of Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI, USA; Department of Chemical Engineering, University of Michigan, Ann Arbor, MI, USA; Department of Human Genetics, University of Michigan, Ann Arbor, MI, USA",Proceedings of the IEEE,"6 Aug 2002","1998","86","8","1769","1787","This paper presents a review of microfabricated devices for genetic diagnostics. Genetic diagnostics are powerful technology drivers and excellent candidate applications for miniaturization technologies because the demand for inexpensive genetic information is essentially unlimited, and the cost and time for the diagnostic decreases with sample volume. Genetic information is stored in long DNA molecules in solution. This information is processed and extracted using a series of enzymatic and other chemical reactions well known in molecular biology. Processing of DNA molecules in the microscale hence requires the implementation of microfluidic devices capable of handling, mixing, thermal cycling, separating, and detecting nano- and picoliter liquid samples. This paper discusses some of the fundamental macroscale protocols used for genetic analyses and how these processes scale down to microscopic volumes. The construction and performance of microfluidic devices of DNA amplification, separation, hybridization, and detection are discussed, showing that so far, no fundamental impediments exist for genetic diagnostics based on microelectromechanical systems. Some of the unresolved storage and packaging issues and future challenges for the practical implementation of these devices are also presented.","1558-2256","","10.1109/5.704282","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=704282","","Genetics;DNA;Microfluidics;Chemical technology;Costs;Data mining;Chemical processes;Nanoscale devices;Nanobioscience;Protocols","","117","45","147","IEEE","6 Aug 2002","Aug. 1998","","IEEE","IEEE Journals"
"Parallel programming using the global arrays toolkit: now and into the future","B. Palmer; M. Krishan; A. Vishnu","Pacific Northwest National Laboratory, USA; Pacific Northwest National Laboratory, USA; Pacific Northwest National Laboratory, USA",2011 IEEE International Parallel & Distributed Processing Symposium,"8 Sep 2011","2011","","","506","506","This tutorial will provide an overview of the Global Arrays (GA) programming toolkit and describe its capabilities, performance, and the use of GA in high performance computing applications. The tutorial will review basic concepts in onesided communication and Global Address Space languages and will discuss basic setup and elementary communication using GA. More advanced topics, including global counters, non-blocking communication, and sparse data structures will also be discussed. If time permits, the tutorial will also present new/advanced capabilities and ongoing research activities.","1530-2075","978-1-61284-372-8","10.1109/IPDPS.2011.423","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6012862","","","","","","","IEEE","8 Sep 2011","16-20 May 2011","16-20 May 2011","IEEE","IEEE Conferences"
"Gene Array Technologies in Biological Investigations","E. T. Liu","Genome Institute of Singapore, Singapore",Proceedings of the IEEE,"1 Aug 2005","2005","93","4","737","749","Microarray technology is a high-throughput platform for the comprehensive analysis of gene expression on a whole genome scale. Most approaches use a solid phase surface to geographically fix specific gene probes and quantification is based on radiometric, fluorometric, or electrochemical detection of hybridized biomolecules such as RNA, DNA, or protein. The technique produces two-dimensional ""images"" of gene expression and has been discussed in the context of in vitro ""molecular imaging"". The major challenge in using this technology is the analysis of its massive ""image"" data output which requires computational means for interpretation, a heightened need for quality data, and precise experimental design. We will discuss the current technologies focused on nucleic-acid-based microarray platforms. This technology has been extended to the detection of DNA binding complexes, single nucleotide polymorphisms, and in DNA copy number assessment with reasonable success. The future focus will be on improving the probe density, array flexibility, and the dynamic range of detection of the technical platform. On a larger scale, data integration and visualization, and on the intelligent utilization of prior biologic information will be the computational challenge.","1558-2256","","10.1109/JPROC.2005.844617","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1412101","Genomics;hybridization;microarrays;molecular detection;proteomics","DNA;Gene expression;Probes;Genomics;Bioinformatics;Solids;Radiometry;Phase detection;Molecular biophysics;RNA","","4","2","66","IEEE","1 Aug 2005","April 2005","","IEEE","IEEE Journals"
"3D real-time in-core neutron flux mapping with micro-pocket fission detectors (MPFD)","M. F. Ohmes; J. K. Shultis; D. S. McGregor","Semiconductor Materials and Radiological Technoloand Radiological Technologies Laborator, Kansas State University, Manhattan, KS, USA; Semiconductor Materials and Radiological Technoloand Radiological Technologies Laborator, Kansas State University, Manhattan, KS, USA; Semiconductor Materials and Radiological Technoloand Radiological Technologies Laborator, Kansas State University, Manhattan, KS, USA",2007 IEEE Nuclear Science Symposium Conference Record,"22 Jan 2008","2007","3","","2060","2064","A micro-pocket fission detector (MPFD) array is being deployed in the Kansas State University TRIGA Mark-II nuclear reactor in order to produce a real-time 3-dimensional neutron flux map. A total of 75 MPFD3-Ts make up the array where each MPFD3-T consists of an uncoated detector for background subtraction, a 93% enriched 235U coated detector for thermal neutron sensitivity, a natural uranium coated detector for mixed energy neutron sensitivity, and a thermocouple for thermal monitoring. The array is located in fixed in-core positions between fuel elements and is capable of being read out in pulse, MSV, and current modes allowing for operation from shutdown to full power. In addition, using off-the-shelf electronic components, the system is able to track reactor pulses with power changes spanning 7 orders of magnitude in less than 100 milliseconds.","1082-3654","978-1-4244-0922-8","10.1109/NSSMIC.2007.4436558","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4436558","","Neutrons;Substrates;Radiation detectors;Sensor arrays;Fission reactors;Fuels;Inductors;Helium;Conducting materials;Ceramics","","","","11","IEEE","22 Jan 2008","26 Oct.-3 Nov. 2007","26 Oct.-3 Nov. 2007","IEEE","IEEE Conferences"
"Hardware-Assisted Scanning for Signature Patterns in Image File Fragments","Y. S. Dandass","Mississippi State University, USA",2007 40th Annual Hawaii International Conference on System Sciences (HICSS'07),"29 Jan 2007","2007","","","268","268","The ability to detect fragments of deleted image files and to reconstruct these image files from all available fragments on disk is an important activity in the field of digital forensics. Although reconstruction of image files from the file fragments on disk can be accomplished by simply comparing the content of sectors on disk with the content of known files, this brute-force approach can be time consuming. This paper presents results from research into the use of field programmable gate arrays (FPGAs) in detecting specific image file byte patterns in disk clusters. Unique identifying pattern for each disk sector is compared against patterns in known images. A pattern match indicates the potential presence of an image and flags the disk sector for further in-depth examination to confirm the match. The FPGA-based implementation outperforms the software implementation by a significant margin","1530-1605","0-7695-2755-8","10.1109/HICSS.2007.244","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4076926","","File systems;Image reconstruction;Field programmable gate arrays;Pattern matching;Image storage;Digital forensics;Scattering;Data structures;Assembly;Data mining","","5","","13","IEEE","29 Jan 2007","3-6 Jan. 2007","3-6 Jan. 2007","IEEE","IEEE Conferences"
"Principal component analysis based method for reconstruction of fragments of corrupted or lost signal in multilead data reflecting electrical heart activity and hemodynamics","R. Petrolis; R. Simoliuniene; A. Krisciukaitis","Kaunas University of Medicine, Kaunas, Lithuania; Kaunas University of Medicine, Kaunas, Lithuania; Kaunas University of Medicine, Kaunas, Lithuania",2010 Computing in Cardiology,"22 Mar 2011","2010","","","437","439","Multilead signals reflecting electrical activity of the heart and hemodynamics give comprehensive but usually redundant representation of the processes. Therefore fragments of transient corruption or loss of the data in one or more leads can be restored substituting them by the signals reconstructed using information carried by the other leads. Principal component analysis used for reduction of dimensionality in representation of the physiological processes. It concentrates essential information represented by multilead signal into few principal components which could form a set of basis functions for optimal representation and reconstruction of the original signals. The idea of the method is to calculate these components from normal fragment of the multilead signal and use them for reconstruction of missing lead in the corrupted fragment of it.","2325-8853","978-1-4244-7319-9","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5738003","","Cardiology;Lead;Electrocardiography;Arrays;Principal component analysis;Heart;Impedance","","1","","6","","22 Mar 2011","26-29 Sept. 2010","26-29 Sept. 2010","IEEE","IEEE Conferences"
"A PCI interface with four 2-gbit/s serial optical links","W. Iwanski; S. Haas; M. Joos","Polish Academy of Sciences, Krakow, Poland; CERN, Geneva, Switzerland; CERN, Geneva, Switzerland",IEEE Transactions on Nuclear Science,"6 Feb 2006","2005","52","6","2861","2865","A reconfigurable PCI interface card (FILAR) with four on-board high-speed serial optical links has been developed for application in DAQ and test systems. FILAR cards, installed in low-cost PCs, are currently being used in the combined test-beam of the ATLAS experiment at CERN, as well as in several laboratory setups. The hardware and firmware design of the module and results from performance measurements are presented. The four on-board 2 Gbit/s serial optical links conform to the S-LINK specification and are compatible with the readout link (ROL) implementation for the ATLAS experiment. The board design is largely based on FPGAs and the firmware uses a commercial 64-bit/66 MHz PCI IP core for the bus interface. Different firmware versions were developed which can be used to configure the hardware as either a data source or a destination card. Design optimizations have been made during the development cycle of the firmware to maximize the data throughput and reduce the PCI bus overhead as well as the CPU load. In a PC with multiple PCI bus segments, an aggregate data throughput of over 1.7 Gbyte/s has been measured and transfer rates of more than 100 kHz for 1 Kbyte data fragments have been achieved","1558-1578","","10.1109/TNS.2005.862792","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1589290","Computer interfaces;data acquisition;data communication;digital communication;electronic equipment;field programmable gate arrays (FPGAs);IP core;optical transmitters;PCI interface","Optical fiber communication;Microprogramming;Hardware;Throughput;Data acquisition;System testing;Personal communication networks;Laboratories;Measurement;Field programmable gate arrays","","10","","8","IEEE","6 Feb 2006","Dec. 2005","","IEEE","IEEE Journals"
"Design and Implementation of 32-Element Monitoring Transducers for 3D Cavitation Monitoring of Ultrasound Therapy","S. Therre-Mohr; C. Degel; A. Melzer; S. Tretbar; M. Fournelle","Department of Molecular and Cellular Biotechnology, Saarland University, Saarbruecken, Germany; Department of Ultrasound, Fraunhofer Institute for Biomedical Engineering IBMT, Sulzbach, Germany; Innovation Center Computer Assisted Surgery, Faculty of Medicine, University of Leipzig, Leipzig, Germany; Department of Ultrasound, Fraunhofer Institute for Biomedical Engineering IBMT, Sulzbach, Germany; Department of Ultrasound, Fraunhofer Institute for Biomedical Engineering IBMT, Sulzbach, Germany",2025 IEEE International Ultrasonics Symposium (IUS),"20 Oct 2025","2025","","","1","4","Focused ultrasound is currently under evaluation as a treatment modality for a variety of medical indications, many of them involving cavitation. With the gaining interest in multielement therapy transducers enabling 3D beamsteering, the need for 3D cavitation monitoring is evident. Here, we propose two in-house built 32-element cavitation monitoring transducers for 3D passive acoustic mapping (PAM) with fixed co-registration. Based on previously in-house developed therapy matrix arrays, two different design approaches are used, one being an add-on transducer for a preclinical array and the other one being the integration of elements into the transmit aperture of a clinical array. For the experimental validation in the preclinical setup, the therapy transducer excited a microbubble solution flowing through a tube and the emissions were simultaneously recorded by the add-on transducer (1 mm elements, 4 MHz). For the clinical setup with the integrated elements (2 mm, 1 MHz), the cavitation was generated by a separate single-element focused transducer. For both design approaches, 3D PAM was successfully validated, with the experimental full width at half maximum values being in good agreement with the numerical ones. Additionally, the detection of cavitation signals through an ex vivo skull fragment was shown for the clinical design. For the integrated elements, cross coupling remains an issue which needs to be solved to enable monitoring during therapy pulses.","1948-5727","979-8-3315-2332-9","10.1109/IUS62464.2025.11201758","Horizon Europe; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11201758","cavitation monitoring;3D passive acoustic mapping;theranostic transducer;transcranial ultrasound","Couplings;Transducers;Three-dimensional displays;Ultrasonic imaging;Medical treatment;Apertures;Acoustics;Monitoring","","","","23","IEEE","20 Oct 2025","15-18 Sept. 2025","15-18 Sept. 2025","IEEE","IEEE Conferences"
