"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Bandwidth Enhancement of Microstrip Antennas using Crossing Avoidance of Characteristic Modes","B. B. Q. Elias; A. A. Al-Radi; P. J. Soh","Advanced Communication Engineering (ACE) CoE, Faculty of Electronic Engineering Technology, Pauh Putra Campus, Universiti Malaysia Perlis (UniMAP), Arau, Perlis, Malaysia; Advanced Communication Engineering (ACE) CoE, Faculty of Electronic Engineering Technology, Pauh Putra Campus, Universiti Malaysia Perlis (UniMAP), Arau, Perlis, Malaysia; Advanced Communication Engineering (ACE) CoE, Faculty of Electronic Engineering Technology, Pauh Putra Campus, Universiti Malaysia Perlis (UniMAP), Arau, Perlis, Malaysia",2022 16th European Conference on Antennas and Propagation (EuCAP),"11 May 2022","2022","","","1","5","In this paper, a method of designing antennas by avoiding crossing between the modes is presented. This is aimed at enhancing antenna bandwidth using ground fragmentation techniques based on the characteristic modes analysis (CMA) approach. A compact and flexible Saxophone antenna and a conventional rectangular microstrip antenna both dimensioned at 30×30 mm2 (0.66λg × 0.66λg) are designed to operate at 5.8 GHz to validate the proposed method. The proposed saxophone structure with a full ground enhances the bandwidth up to 170 MHz (2.97%) relative to the conventional antenna. This is then improved up to 890 MHz (14.67%) and 794 MHz (13.58%) when integrated with a fragmented and a partial ground plane, respectively. In comparison, the conventional antenna exhibited a bandwidth of 360 MHz (6.38%) and 410 MHz (7.25%) for these cases. Modeling is performed using FEKO software based on two approaches: the method of moments (MoM) and CMA. Results show a satisfactory agreement of the predicted resonant frequencies from simulations and measurements.","","978-88-31299-04-6","10.23919/EuCAP53622.2022.9769640","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9769640","Crossing avoidance;ground fragmentation;CMA;antenna","Antenna measurements;Resonant frequency;Microstrip antennas;Bandwidth;Predictive models;Software;Frequency measurement","","2","","16","","11 May 2022","27 March-1 April 2022","27 March-1 April 2022","IEEE","IEEE Conferences"
"Short and Open Circuited EBG Resonator Antennas: Miniaturization With a Shorting Plate and Dielectric Loading","M. Hosseini; D. M. Klymyshyn; G. Wells; X. Liu","Department of Electrical Engineering, University of Saskatchewan, Saskatoon, SK, Canada; Department of Electrical Engineering, University of Saskatchewan, Saskatoon, SK, Canada; SyLMAND Laboratory, Candian Light Source, Saskatoon, SK, Canada; Department of Electrical Engineering, University of Saskatchewan, Saskatoon, SK, Canada",IEEE Transactions on Antennas and Propagation,"2 Oct 2015","2015","63","10","4305","4314","A method is proposed to decrease the matching frequency of the recently introduced self-excited electromagnetic bandgap (EBG) resonator antenna (SE-EBG-RA). The method is based on the application of a metal shorting plate at the open end of the antenna which reduces the resonance. EBG unit cells are comprised of thick metal patches on top of a PEC-backed substrate, which are separated by tiny high aspect ratio (HAR) gaps. Two to six cells, each electrically much smaller than wavelength, are deployed in one-dimensional (1-D) as a fragment of EBG microstripline with high radiation properties. Both open-circuit (OC) and short-circuit (SC) versions are presented, the SC version being electrically smaller. The miniaturization effect of dielectric loading of HAR gaps is also examined. The characteristics of proposed structures as improved radiators in terms of bandwidth (BW), size, gain, and efficiency are demonstrated through parametric and comparative analyses and also prototyping. The efficiency, BW, and footprint of the smallest dielectric-loaded version, a two-cell SC SE-EBG-RA, are 96%, 3.5%, and 0.22λ × 0.28λ, respectively.","1558-2221","","10.1109/TAP.2015.2463714","SyLMAND Laboratory of the Canadian Light Source; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7174954","Antenna efficiency;Bloch theory;electromagnetic bandgap;high aspect ratio;miniaturization;periodic structures;resonator antenna;small antenna;transmission line model;Wheeler cap;Antenna efficiency;Bloch theory;electromagnetic bandgap;high aspect ratio (HAR);miniaturization;periodic structures;resonator antenna;small antenna;transmission line (TL) model;Wheeler cap","Periodic structures;Metamaterials;Impedance;Metals;Antenna radiation patterns;Microstrip antennas","","8","","39","IEEE","3 Aug 2015","Oct. 2015","","IEEE","IEEE Journals"
"60 GHz Omni-directional segmented loop antenna","M. H. Ghazizadeh; M. Fakharzadeh","Electrical Engineering Department, Sharif University of Technology, Tehran, Iran; Electrical Engineering Department, Sharif University of Technology, Tehran, Iran",2016 IEEE International Symposium on Antennas and Propagation (APSURSI),"27 Oct 2016","2016","","","1653","1654","The design, simulation and fabrication of a planar fragmented loop antenna with capacitive loads at 60 GHz frequency band is reported in this paper. The loop antenna has a nearly omni-directional radiation pattern required for many IEEE 802.11ad applications, a simulated bandwidth of 6 GHz, and a realized gain of 2 dBi. The measured input matching bandwidth without deembedding the connector effect is nearly 2 GHz. The HPBW in azimuth plane is 360°.","1947-1491","978-1-5090-2886-3","10.1109/APS.2016.7696533","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7696533","","Antenna measurements;Antenna radiation patterns;Transmission line measurements;Microstrip antenna arrays;Loaded antennas;Dipole antennas","","4","","5","IEEE","27 Oct 2016","26 June-1 July 2016","26 June-1 July 2016","IEEE","IEEE Conferences"
"A Compact Antipodal Vivaldi Antenna for Food Investigation","N. Zeni; G. Bellizzi; L. Crocco; M. Cavagnaro","DIETI, Università Degli Studi di Napoli Federico, City, Napoli, Italy; DIETI, Università Degli Studi di Napoli Federico, City, Napoli, Italy; CNR-IREA, Consiglio Nazionale Delle Ricerche, Napoli, Italy; DIET, Università La Sapienza, Roma, Italy",2023 17th European Conference on Antennas and Propagation (EuCAP),"31 May 2023","2023","","","1","4","In food industry, the analysis of the integrity of packaging and the quality of the food inside it is becoming increasingly important. Thus, the food industry is looking for a low-cost solution for the inspection of food during the production and packaging process, in order to detect any small foreign body. This is the aim of this work, i.e., to develop a microwave device capable of inspecting foodstuffs, directly on the production line. The solution proposed for this work is a microwave imaging system that detects fragments in homogenous food packaged in circular plastic/glass jars. The system relies on a particular Antipodal Vivaldi antenna which, due to its ultra-wideband characteristics, can carry out the detection of various types of food, thus avoiding the need to use multiple antennas working at different frequencies to inspect foods with different characteristics. Numerical analysis of the designed antenna shows Ultrawideband behavior (1-15GHz), suitable for applications in food quality control. Additionally, its detection capabilities are numerically proved.","","978-1-6654-7541-9","10.23919/EuCAP57121.2023.10133213","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10133213","Ultra Wide Band (UWB);Antipodal Vivaldi Antenna (AVA);Food Quality","Microwave antennas;Vivaldi antennas;Food industry;Microwave devices;Production;Quality control;Packaging","","2","","9","","31 May 2023","26-31 March 2023","26-31 March 2023","IEEE","IEEE Conferences"
"A 2x2 Dual-polarization Wideband Microstrip Antenna Array for Ku-band Satellite Applications","A. Omar; A. Omar; J. Hawwary","Chair of Microwave and Communication Engineering, University of Magdeburg, Magdeburg, Germany; Chair of Microwave and Communication Engineering, University of Magdeburg, Magdeburg, Germany; Chair of Microwave and Communication Engineering, University of Magdeburg, Magdeburg, Germany",2022 45th International Conference on Telecommunications and Signal Processing (TSP),"18 Aug 2022","2022","","","338","341","In this paper, a design of a dual polarization wideband microstrip antenna array is presented. The proposed antenna array comprises four element structure arranged in 2x2 layout. A corporate feed network is used to feed the input signals to the antenna elements. The array designed to resonates at 11.7 GHz but provides a wide bandwidth around 4 GHz. The antenna array was first theoretically designed, simulated and analyzed to investigate its performance characteristics. The antenna array was then fabricated and measured in order to verify the resulted performance parameters with the proposed simulated design. The array is aimed to be used as a core design sub-unit to form higher order arrays, which can be deployed in satellite applications as its bandwidth covers a considerable fragment of the Ku-band up to 14 GHz. The designed antenna array is easily scalable to provide a reliable performance at other frequency bands to serve numerous applications. An expansion to form higher order arrays is also possible providing that the feed network is redesigned to insure a matched distribution of the feed signals to the new array elements and layout.","","978-1-6654-6948-7","10.1109/TSP55681.2022.9851393","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9851393","Microstrip Antenna Array;Aperture Coupling;Dual Polarization;Ku-Band;Matched Feed Network;Rohacell;Wideband","Antenna measurements;Microstrip antenna arrays;Satellite antennas;Satellites;Array signal processing;Microstrip antennas;Antenna feeds","","1","","17","IEEE","18 Aug 2022","13-15 July 2022","13-15 July 2022","IEEE","IEEE Conferences"
"Scanning characteristics of Aperture Coupled Fed Fragmented Microstrip arrays","N. Herscovici; B. Tomasic; J. Ginn; T. Donisi","Sensors Directorate, Air Force Research Laboratory, Hanscom Air Force Base, MA, USA; Sensors Directorate, Air Force Research Laboratory, Hanscom Air Force Base, MA, USA; University of Central Florida, Orlando, FL, USA; Ansoft Corporation, Pittsburgh, PA, USA",2009 IEEE Antennas and Propagation Society International Symposium,"24 Jul 2009","2009","","","1","4","The scanning characteristics of a certain class of Aperture Coupled Fed Fragmented Microstrip Antennas are presented. This type of antenna exhibits relatively wide-band performance and its scanning characteristics are investigated.","1947-1491","978-1-4244-3647-7","10.1109/APS.2009.5171957","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5171957","","Microstrip antenna arrays;Microstrip antennas;Aperture antennas;Performance analysis;Sensor arrays;Aperture coupled antennas;Analytical models;Frequency;Design optimization;Bandwidth","","1","1","1","IEEE","24 Jul 2009","1-5 June 2009","1-5 June 2009","IEEE","IEEE Conferences"
"Design of a Broadband Fragmented Antenna with Maximum Transparency Based on Multi-objective Optimization","L. E; T. Niu; Z. Mei","Lanzhou University, Lanzhou, China; Lanzhou University, Lanzhou, China; Lanzhou University, Lanzhou, China",2023 Photonics & Electromagnetics Research Symposium (PIERS),"28 Aug 2023","2023","","","1206","1211","In this paper, a multi-objective optimization method is proposed for designing an transparent antenna with maximum transparency. The method improves the algorithm of basic multiobjective evolutionary algorithm based on decomposition combined with enhanced genetic operators (MOEAD-GO) by introducing a variety of new strategies. To be more explicit, the metal layer of a full patch antenna is decomposed into fragmented cell and a 0–1 matrix is constructed. Owing to the new strategies, the optimization process avoids unnecessary simulations and therefore dramatically improves the optimization efficiency. In order to verify the method and algorithm, a traditional coplanar waveguide antenna is fragmented for the maximum transparency with broadband and almost unchanging peak gain. The simulation results show that the transparency of the optimized fragmented antenna is improved by 75.6% and its peak gain varies from -26 dBi to 2 dBi in the designed frequency band of 2–5 GHz.","2831-5804","979-8-3503-1284-3","10.1109/PIERS59004.2023.10221504","National Key R&D Program of China(grant numbers:2019YFA0405403); National Science Foundation of China(grant numbers:61631007,61701207); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10221504","","Transmission line matrix methods;Simulation;Patch antennas;Optimization methods;Predictive models;Prediction algorithms;Broadband communication","","1","","12","IEEE","28 Aug 2023","3-6 July 2023","3-6 July 2023","IEEE","IEEE Conferences"
"The plasma antennas mounted on fragments of mobile objects","V. V. Ovsyanikov; O. L. Ol'shevs'kiy; V. M. Popel'; Y. D. Romanenko; Y. V. Ponomarenko; S. N. Moroz","Dniepropetrovsk National University named after O. Gonchar, Dniepropetrovsk, Ukraine; Yuzhnoe State Design Office named after M.K. Yangel, Dniepropetrovsk, Ukraine; Yuzhnoe State Design Office named after M.K. Yangel, Dniepropetrovsk, Ukraine; Yuzhnoe State Design Office named after M.K. Yangel, Dniepropetrovsk, Ukraine; Dniepropetrovsk National University named after O. Gonchar, Dniepropetrovsk, Ukraine; Dniepropetrovsk National University named after O. Gonchar, Dniepropetrovsk, Ukraine",2010 5th International Confernce on Ultrawideband and Ultrashort Impulse Signals,"25 Oct 2010","2010","","","233","235","Results of research of internal and external characteristics of the plasma aerials mounted on fragments of mobile objects are adduced. A number of features and advantages of such antennas is noted.","","978-1-4244-7469-1","10.1109/UWBUSIS.2010.5609130","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5609130","Internal and external characteristics of the plasma aerial;mobile objects;features and advantages of the plasma antenna;conductivity;dielectric permeability;VSWR;the directional diagram;efficiency of the antenna","Plasmas;Mobile communication;Aircraft;Mobile antennas;Aluminum;Antenna radiation patterns","","","","7","IEEE","25 Oct 2010","6-10 Sept. 2010","6-10 Sept. 2010","IEEE","IEEE Conferences"
"Dynamic finite-element simulation on the phased array radar antenna multiplex damage by fragment and shock wave","Y. Lv; Q. Shi; G. Wang; F. Liu; Y. Xu; G. Li; X. -J. Zou","Equipment Command and Management Department, Mechanical Engineering College, Shijiazhuang, China; Equipment Command and Management Department, Mechanical Engineering College, Shijiazhuang, China; Equipment Command and Management Department, Mechanical Engineering College, Shijiazhuang, China; Equipment Command and Management Department, Mechanical Engineering College, Shijiazhuang, China; Equipment Command and Management Department, Mechanical Engineering College, Shijiazhuang, China; Equipment Command and Management Department, Mechanical Engineering College, Shijiazhuang, China; Unit 57 No. 94595 Troops, People's Liberation Army, Weifang, China","2012 International Conference on Quality, Reliability, Risk, Maintenance, and Safety Engineering","23 Jul 2012","2012","","","929","933","Based on the nonlinear dynamic explicit finite element software LS-DYNA 3D, the parameters of detonator and Constitutive models of air, fragment and the Phased Array Radar Antenna Equivalent panel were ascertained. Numerical Simulation of target multiplex damage of fragment and shock wave was processed. The simulation results of shock wave overpressure, the board plastic deformation and the camber of the board unit near the perforation are consistent with theoretical analysis and experiments, the simulation method and parameters are proved to be reliable and helpful for researching the equipment structural impact multiplex damage caused by fragment and blast. and the paper put forth a reasonable and convenient method which can analyze the weapon equipment structural impact multiplex damage mechanism caused by fragment and wave.","","978-1-4673-0788-8","10.1109/ICQR2MSE.2012.6246377","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6246377","fragment and shock wave;multiplex damage;LS-DYNA;antenna equivalent panel","Shock waves;Mathematical model;Multiplexing;Finite element methods;Equations;Explosives;Materials","","1","","9","IEEE","23 Jul 2012","15-18 June 2012","15-18 June 2012","IEEE","IEEE Conferences"
"Design of a Wideband Panel Sleeve Dipole Antenna for FM Broadcasting Applications","M. Hosseini; R. Fallahi","Iran Telecommunication Research Center, Tehran, Iran; Iran Telecommunication Research Center, Tehran, Iran",2006 IEEE Antennas and Propagation Society International Symposium,"23 Oct 2006","2006","","","4683","4686","In this paper, a globally optimal optimization algorithm is used for broadband design of a wideband panel sleeve monopole antenna. The antenna is to meet the FCC standard on VSWR for FM broadcasting antennas, which is VSWR<1.3 all over the 88-108 MHz range. Open-sleeve dipoles have been traditionally constructed out of cylindrical wires with two or more parasitic elements. In this paper, however, only one thick wire plays the role of sleeve. The benefit of such a scheme is that the singular parasitic wire acts the role of both sleeve and director towards the desired direction. Besides, due to the structure simplicity, optimization is done faster. It is noteworthy that the designed antenna needs only a simple inductance for matching; which is simply realized by two fragments of wire incorporated into the antenna structure","1947-1491","1-4244-0123-2","10.1109/APS.2006.1711684","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1711684","","Broadband antennas;Dipole antennas;Broadcasting;Wires;Bandwidth;National electric code;Inductance;Impedance;Antenna feeds;Design optimization","","1","","8","IEEE","23 Oct 2006","9-14 July 2006","9-14 July 2006","IEEE","IEEE Conferences"
"Design of High-Isolation Wideband Dual-Polarized Compact MIMO Antennas With Multiobjective Optimization","D. Lu; L. Wang; E. Yang; G. Wang","Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, China; Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, China; Space Mechatronic Systems Technology Laboratory, University of Strathclyde, Glasgow, U.K.; Key Laboratory of Electromagnetic Space Information, Chinese Academy of Sciences, Hefei, China",IEEE Transactions on Antennas and Propagation,"1 Mar 2018","2018","66","3","1522","1527","Multiobjective optimization design of compact multiple-input and multiple-output (MIMO) antennas with canonical structures (viz., transformation or combination by regular shapes) for wideband radiation and fragment structures (viz., combination by discrete fragment patches) for high isolation is proposed and demonstrated. In the design, multiobjective evolutionary algorithm based on decomposition combined with differential evolution (MOEA/D-DE) for optimization of canonical structures and MOEA/D combined with genetic operator (MOEA/D-GO) for optimization of fragment structures are combined and iterated. The design is demonstrated with compact bow-tie MIMO antennas sharing a small common ground plane. The four orthogonally deployed bow-tie antennas are optimized by using MOEA/D-DE to acquire dual polarization and wideband radiation. Fragment-type structures on the common ground plane are optimized by using MOEA/D-GO to acquire very high isolation. Both simulation and measurement show that the optimized MIMO bow-tie antennas provide isolation higher than 30 dB in a relative bandwidth of 40% (from 2.6 to 3.9 GHz). With the proposed design technique, dual-band high-isolation MIMO antennas may also be designed.","1558-2221","","10.1109/TAP.2017.2784446","National Natural Science Foundation of China(grant numbers:61671421); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8219404","Antenna;isolation;multiple input and multiple output (MIMO);optimization;wideband antennas","MIMO communication;Broadband antennas;Optimization;Wideband;Transmission line matrix methods","","47","","24","IEEE","18 Dec 2017","March 2018","","IEEE","IEEE Journals"
"Investigation of Equilateral Triangular Microstrip Patch Antenna using Photonic Crystal","D. S. Kumar; B. E. Caroline; S. Thilagavathi","ECE Department, IFET College of Engineering, Villupuram; ECE Department, IFET College of Engineering, Villupuram; ECE Department, IFET College of Engineering, Villupuram","2020 International Conference on System, Computation, Automation and Networking (ICSCAN)","30 Nov 2020","2020","","","1","6","The triangular microstrip patch antenna is frequently accustomed to wireless intelligence. Sundry substrates such as FR4 epoxy, Bakelite, Galas, FerrA6S have accustomed to layout the patch antenna. This paper exhibits a current layout with a photonic crystal (PhC). By accustoming this photonic crystal we diminish the signal drop by governing and employing the incandescence discharge. Here, we are accustoming to Roger ro4350 substrate material, which has a limited signal drop due to PCB concrete using the signal. The return drop is diminished and gain is upgraded by applying photonic crystal when correlated with the conventional antenna. Terahertz (THz) frequency is applied which perforates through ingredients opaque to an alternative fragment of the electromagnetic spectrum. In this paper, the investigation on the designed antenna is performed with different triangular lattice of various outer radius (OTR) and inner radius (INR). Microstrip antenna is designed by CST software. High gain and decreased return loss is obtained in the triangular lattice of OTR 0.4μm and INR 0.2 μm. Additionally these triangular lattice structures are accustomed to improve gain and reduce the return loss.","","978-1-7281-6202-7","10.1109/ICSCAN49426.2020.9262319","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9262319","Triangular patch antenna;Photonic Crystal;Triangular Lattice Structure;antenna characteristics","Antennas;Antenna radiation patterns;Substrates;Gain;Microstrip antennas;Photonic crystals;Microstrip","","8","","19","IEEE","30 Nov 2020","3-4 July 2020","3-4 July 2020","IEEE","IEEE Conferences"
"Antenna for Machine-to-Machine (M2M) Communication","V. Saproo; S. Payasi; S. Choudhary; S. Kumar; S. Priya; R. Khandekar","Dept. of Electronics and Telecommunication, Symbiosis Institute of Technology Symbiosis International University, Pune, India; Dept. of Electronics and Telecommunication, Symbiosis Institute of Technology Symbiosis International University, Pune, India; Dept. of Electronics and Telecommunication, Symbiosis Institute of Technology Symbiosis International University, Pune, India; Dept. of Electronics and Telecommunication, Symbiosis Institute of Technology Symbiosis International University, Pune, India; Dept. of Electronics and Telecommunication, Symbiosis Institute of Technology Symbiosis International University, Pune, India; Delhi Technological University, Delhi, India","2022 International Conference on Advances in Computing, Communication and Applied Informatics (ACCAI)","15 Apr 2022","2022","","","1","4","Major advances in various communications technologies have opened the way for intelligent city objects to interact with one another. But these communications improvements are not able to provide seamless connectivity in smart cities. This is due to the interoperability of many machines, causing many problems such as uncontrollable and efficient wireless solutions, disruption management, mobility management, interoperability support between various wireless networks, and high-power consumption. Choosing the most effective antenna for a given system will not only be for getting the least, or the cheapest; but, like most design decisions, it will be about trade in form, size, functionality, and cost. Most M2M devices have multiband antennas. The antenna must be carefully designed to satisfy the radiating properties as needed by applications for every frequency band. Machine to machine communications is thought of as one potentially disruptive technology which will lead to advancements in both component and architectural design for 5G systems. As an integral fragment of any communication system, antenna design is the most crucial design problem in communication systems. Therefore, antenna designs need to be altered and transformed to suit new specifications.","","978-1-6654-9529-5","10.1109/ACCAI53970.2022.9752535","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9752535","Antenna;Microstrip;Microstrip Patch Antenna;Machine-to-Machine;M2M","Machine-to-machine communications;Smart cities;Wireless networks;Patch antennas;Resonant frequency;Microstrip antennas;Microstrip","","1","","4","IEEE","15 Apr 2022","28-29 Jan. 2022","28-29 Jan. 2022","IEEE","IEEE Conferences"
"Design of Dual Band-Notched UWB Antenna with Sharp Roll-Off Characteristics","Y. Du; X. Wu; G. Wang","Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, China; Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, China; Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, China",2020 IEEE International Conference on Computational Electromagnetics (ICCEM),"12 Oct 2020","2020","","","266","267","A novel design of fragment-type etch patterns on ultra-wideband antenna with sharp roll-off band notches is proposed. Optimization searching of high-performance band notch evaluated by roll-off criterion (ROC) is implemented by using multi-objective optimization searching algorithm. To reduce the computation cost, proper slits are preset, and the searching efficiency is improved greatly. For demonstration, dual band notches of ROC=0.63 at the WiMAX band and ROC=0.65 at the WLAN band has been achieved by adopting two slits.","","978-1-7281-3448-2","10.1109/ICCEM47450.2020.9219426","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9219426","ultra-wideband antenna;band notch;multi-objective optimization;fragment-type structure","Wireless LAN;Costs;Conferences;Dual band;WiMAX;Computational electromagnetics;Ultra wideband antennas","","","","7","IEEE","12 Oct 2020","24-26 Aug. 2020","24-26 Aug. 2020","IEEE","IEEE Conferences"
"Enhancing the Filtering Antenna Performance by Cooperating Characteristic Mode Analysis and Fragment-Type Structure Optimization","G. Hu; Y. Fang; D. Wang","Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, China; School of New Energy and Intelligent Connected Vehicles, Anhui University of Science and Technology, Hefei, China; Shenzhen Xinkailai Technology Co., Ltd, Shenzhen, China",2025 18th IEEE United Conference on Millimeter Waves and Terahertz Technologies (UCMMT),"16 Dec 2025","2025","Volume1","","1","3","This paper proposes a CMA (characteristic mode analysis)-FTS (fragment-type structure) joint optimization method for filtering antenna design. A CMA-based optimization with coarse adjustment of the FTS is performed to quickly obtain the preliminary structures with filtering response. After the probability estimation for the generated design matrix, fine adjustment of the FTS is carried out by MOEA/D-GO for the final antenna structure. For demonstration, a triple-mode microstrip filtering patch antenna with impedance bandwidth of $6.1 \% (4.75 - 5.05 GHz)$ and steep roll-off is designed and tested.","2639-4537","979-8-3315-9367-4","10.1109/UCMMT67044.2025.11286782","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11286782","Characteristic mode analysis (CMA);fragmenttype structure (FTS);multiobjective optimization;filtering antenna;frequency selectivity","Microstrip filters;Transmission line matrix methods;Filtering;Patch antennas;Millimeter wave technology;Optimization methods;Bandwidth;Terahertz materials;Characteristic mode analysis;Impedance","","","","9","IEEE","16 Dec 2025","25-28 Aug. 2025","25-28 Aug. 2025","IEEE","IEEE Conferences"
"Multiobjective Optimization Design for Electrically Large Coverage: Fragment-Type Near-Field\/Far-Field UHF RFID Reader Antenna Design","D. Ding; J. Xia; L. Yang; X. Ding","School of Computer Science and Communication Engineering, Jiangsu University, Zhenjiang, China; School of Computer Science and Communication Engineering, Jiangsu University, Zhenjiang, China; School of Computer Science and Communication Engineering, Jiangsu University, Zhenjiang, China; Graduate student studying communication and information systems, Jiangsu University, Zhenjiang, China",IEEE Antennas and Propagation Magazine,"8 Feb 2018","2018","60","1","27","37","The design of an ultrahigh-frequency (UHF) radio-frequency identification (RFID) reader antenna covering an electrically large near-field area is challenging for near-field UHF RFID applications. In such a design, magnetic field distribution on a large coverage area is required to be as uniform as possible. For some specific UHF near-field RFID applications, given radiation pattern characteristics are expected. A fragment-type wire structure is quite suitable for these demands because uniform magnetic field distribution and given patterns could be generated through optimizing the fragmented wires in a designated electrically large area to obtain corresponding current distribution. In this article, the concept of a fragment-type structure as well as some design guidelines are reviewed and summarized. Then, two omnidirectional fragment-type wire antennas with different cell size and two directional fragment-type wire antennas are designed. Both simulation and experiment results show that there is no reading null within an electrically large near-field zone having a perimeter of four operating wavelengths at 915 MHz (i.e., 320 mm x 320 mm). The omnidirectional designs are promising in the applications of UHF near-field RFID tag detection in self-confined volumes, and the directional designs are potential in the systems of UHF near-field/far-field RFID.","1558-4143","","10.1109/MAP.2017.2774140","Natural Science Foundation of the Jiangsu Higher Education Institutions of China(grant numbers:15KJB510007,16KJB510006); Natural Science Foundation of the Jiangsu Basic Research Program of China(grant numbers:BK20150528); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8234542","","Radiofrequency identification;Magnetic fields;UHF antennas;Optimization;Wires;Antenna radiation patterns","","17","","28","IEEE","22 Dec 2017","Feb. 2018","","IEEE","IEEE Magazines"
"Fragment-Type Structure Designs by Using A Novel Optimization Method","D. Ding; X. Zhang","Department of Electronic and Information Engineering, South China University of Technology, Guangzhou, China; Department of Electronic and Information Engineering, South China University of Technology, Guangzhou, China",2019 IEEE International Conference on Computational Electromagnetics (ICCEM),"29 Jul 2019","2019","","","1","3","Fragment-type structures are potential for acquiring higher performances in microwave component designs than regular structures. In this paper, a novel boundary-based weighted sum filtering operator is proposed to increase the number of candidates during the optimization of fragment-type structures. As an example, fragment-type isolation structures of a compact MIMO (multiple-input and multiple-output) PIFAs (planar inverted-F antennas) system operating at 2.345GHz-2.36GHz and having a center-to-center interval of 15mm are designed. Comparison results show that more alternative designs could be found at small expense of searching speed.","","978-1-5386-7111-5","10.1109/COMPEM.2019.8779040","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8779040","fragment-type structure;isolation;MIMO;multi-objective optimization;optimization method","Filtering;MIMO communication;Optimization;Bandwidth;Computational efficiency;Dipole antennas","","","","7","IEEE","29 Jul 2019","20-22 March 2019","20-22 March 2019","IEEE","IEEE Conferences"
"Design Considerations for Pixelated Antennas Regarding Pixel Size and Symmetry","D. Mair; M. Renzler; R. Rueland","Department of Mechatronics, Universität Innsbruck, Austria; Department of Mechatronics, Universität Innsbruck, Austria; Department of Mechatronics, Universität Innsbruck, Austria",2024 International Symposium on Electromagnetic Compatibility – EMC Europe,"25 Oct 2024","2024","","","226","231","Pixelated structures offer a unique possibility to design and optimize antennas tailor-made for very specific and challenging application scenarios, where conventional antenna design may lead to unsatisfactory results. Several different optimization techniques can be applied to these structures, depending on the desired goals and applications, making pixelated antennas very versatile fundamental structures. In this study, we investigate the optimization of pixelated antennas with a focus on the effects of pixel size and asymmetrical design approaches on gain. By simulation techniques and optimization algorithms, including genetic algorithms and multi-objective frameworks, we analyze how these design parameters influence the antenna’s performance in terms of gain. Our findings reveal that smaller pixel sizes enhance the gain of large antennas, while asymmetrical designs offer advantages over symmetrical configurations.","2325-0364","979-8-3503-0735-1","10.1109/EMCEurope59828.2024.10722213","European Regional Development Fund; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10722213","Antennas;Genetic algorithm;Particle swarm optimization;Evolutionary computation;Fragmented","Image quality;Antenna measurements;Design methodology;Adaptive arrays;Directive antennas;Electromagnetic compatibility;Size measurement;Antennas;Optimization;Genetic algorithms","","","","21","IEEE","25 Oct 2024","2-5 Sept. 2024","2-5 Sept. 2024","IEEE","IEEE Conferences"
